LineId;Direction;Order;StopId
730;1;63;50427
730;1;64;51197
730;1;65;51199
730;1;66;51201
730;1;67;51203
730;1;68;51205
730;1;69;51207
730;1;70;50431
730;1;71;50453
730;1;72;50433
730;1;73;50435
730;1;74;50437
730;1;75;50439
730;1;76;50441
730;1;77;50443
730;1;78;50509
730;1;79;50511
730;1;80;50513
730;1;81;50515
730;1;82;50447
730;1;83;50449
730;1;84;50451
730;1;85;50517
735;0;1;50698
735;0;2;50696
735;0;3;50694
735;0;4;50686
735;0;5;50684
735;0;6;50692
735;0;7;50682
735;0;8;50652
735;0;9;50690
735;0;10;50650
735;0;11;51456
735;0;12;50648
735;0;13;50644
735;0;14;50680
735;0;15;50688
735;0;16;50678
735;0;17;50676
735;0;18;50674
735;0;19;50672
735;0;20;50670
735;0;21;50668
735;0;22;50666
735;0;23;50664
735;0;24;50646
735;0;25;50662
735;0;26;50660
735;0;27;50658
735;0;28;50656
735;0;29;50654
735;0;30;50632
735;0;31;50630
735;0;32;50636
735;0;33;51472
735;0;34;51470
735;0;35;51468
735;0;36;51466
735;0;37;51464
735;0;38;50638
735;0;39;50626
735;0;40;50640
735;0;41;50624
735;0;42;50622
735;0;43;50620
735;0;44;50618
735;0;45;50616
735;0;46;50634
735;0;47;50614
735;0;48;50122
735;0;49;50120
735;0;50;50118
735;0;51;50116
735;0;52;50114
735;0;53;50112
735;0;54;50110
735;0;55;50108
735;0;56;50106
735;0;57;50104
735;0;58;50102
735;0;59;50100
735;0;60;50524
735;0;61;50098
735;0;62;50096
735;0;63;50094
735;0;64;50092
735;0;65;50090
735;0;66;50088
735;0;67;50086
735;0;68;50084
735;0;69;50082
735;0;70;50080
735;0;71;50124
735;0;72;50076
735;0;73;50074
735;0;74;50126
735;0;75;50072
735;0;76;50070
735;0;77;50068
735;0;78;50066
735;0;79;50064
735;0;80;50062
735;0;81;50060
735;0;82;50058
735;0;83;50054
735;0;84;50052
735;0;85;50050
735;0;86;50048
735;0;87;50046
735;0;88;50044
735;0;89;50042
735;0;90;50040
735;0;91;50038
735;0;92;50036
735;0;93;50034
735;0;94;50032
735;0;95;50030
735;0;96;50028
735;0;97;50026
735;0;98;50024
735;0;99;50022
735;0;100;50020
735;0;101;50018
735;0;102;50016
735;0;103;50014
735;0;104;50012
735;0;105;50010
735;0;106;50008
735;0;107;50006
735;0;108;50889
735;1;1;50889
735;1;2;50009
735;1;3;50011
735;1;4;50013
735;1;5;50015
735;1;6;50017
735;1;7;50019
735;1;8;50021
735;1;9;50023
735;1;10;50025
735;1;11;50027
735;1;12;50029
735;1;13;50031
735;1;14;50033
735;1;15;50035
735;1;16;50037
735;1;17;50039
735;1;18;50041
735;1;19;50043
735;1;20;50045
735;1;21;50047
735;1;22;50049
735;1;23;50051
735;1;24;50053
735;1;25;50057
735;1;26;50059
735;1;27;50061
735;1;28;50063
735;1;29;50065
735;1;30;50067
735;1;31;50069
735;1;32;50071
735;1;33;50073
735;1;34;50075
735;1;35;50077
735;1;36;50079
735;1;37;50081
735;1;38;50083
735;1;39;50085
735;1;40;50089
735;1;41;50091
735;1;42;50093
735;1;43;50095
735;1;44;50523
735;1;45;50097
735;1;46;50099
735;1;47;50101
735;1;48;50103
735;1;49;50105
735;1;50;50107
735;1;51;50109
735;1;52;50111
735;1;53;50115
735;1;54;50113
735;1;55;50117
735;1;56;50119
735;1;57;50615
735;1;58;50629
735;1;59;50617
735;1;60;50619
735;1;61;50621
735;1;62;50623
735;1;63;50625
735;1;64;50639
735;1;65;50627
735;1;66;50637
735;1;67;51465
735;1;68;51467
735;1;69;51469
735;1;70;51471
735;1;71;51473
735;1;72;50631
735;1;73;50633
735;1;74;50655
735;1;75;50657
735;1;76;50659
735;1;77;50661
735;1;78;50651
735;1;79;50663
735;1;80;50645
735;1;81;50665
735;1;82;50667
735;1;83;50669
735;1;84;50671
735;1;85;50673
735;1;86;50675
735;1;87;50677
735;1;88;50679
735;1;89;50691
735;1;90;50681
735;1;91;50643
735;1;92;50647
735;1;93;51457
735;1;94;50649
735;1;95;50693
735;1;96;50653
735;1;97;50683
735;1;98;50695
735;1;99;50685
735;1;100;50687
735;1;101;50697
735;1;102;50689
735;1;103;50698
744;0;1;21891
744;0;2;21890
744;0;3;21888
744;0;4;21886
744;0;5;21884
744;0;6;21882
744;0;7;21880
744;0;8;22600
744;0;9;21874
744;0;10;21860
744;0;11;21872
744;0;12;21866
744;0;13;21858
744;0;14;21856
744;0;15;21854
744;0;16;21852
744;0;17;21850
744;0;18;21848
744;0;19;21870
744;0;20;21846
744;0;21;21844
744;0;22;21842
744;0;23;21840
744;0;24;21836
744;0;25;21968
744;0;26;21834
744;0;27;21832
744;0;28;21822
744;0;29;21868
744;0;30;21864
744;0;31;21862
744;0;32;21830
744;0;33;21812
744;0;34;21814
744;0;35;21810
744;0;36;21828
744;0;37;21826
744;0;38;21824
744;0;39;21920
744;0;40;21918
744;0;41;22237
744;1;1;22237
744;1;2;21917
744;1;3;21919
744;1;4;21823
744;1;5;21825
744;1;6;21827
744;1;7;21809
744;1;8;21813
744;1;9;21811
744;1;10;21829
744;1;11;21861
744;1;12;21863
744;1;13;21867
744;1;14;21821
744;1;15;21831
744;1;16;21833
744;1;17;21837
744;1;18;21835
744;1;19;21841
744;1;20;21843
744;1;21;21845
744;1;22;21869
744;1;23;21847
744;1;24;21849
744;1;25;21851
744;1;26;21853
744;1;27;21855
744;1;28;21857
744;1;29;21865
744;1;30;21871
744;1;31;21859
744;1;32;21873
744;1;33;22601
744;1;34;21879
744;1;35;21881
744;1;36;21883
744;1;37;21885
744;1;38;21887
744;1;39;21889
744;1;40;21891
745;0;1;21967
745;0;2;21966
745;0;3;21964
745;0;4;21962
745;0;5;21958
745;0;6;21956
745;0;7;21954
745;0;8;21952
745;0;9;21950
745;0;10;21948
745;0;11;21946
745;0;12;22408
745;0;13;21944
745;0;14;21942
745;0;15;22407
745;0;16;22399
745;0;17;22405
745;0;18;21927
745;0;19;21969
745;0;20;21971
745;0;21;21973
745;0;22;21975
745;0;23;21977
745;0;24;21979
745;0;25;21981
745;0;26;21983
745;0;27;22403
745;0;28;22401
745;0;29;21445
745;0;30;21447
745;0;31;22244
745;1;1;22244
745;1;2;21444
745;1;3;21442
745;1;4;22400
745;1;5;22402
745;1;6;21984
745;1;7;21982
745;1;8;21980
745;1;9;21978
745;1;10;21976
745;1;11;21974
745;1;12;21972
745;1;13;21970
745;1;14;21928
745;1;15;22404
745;1;16;22398
745;1;17;22406
745;1;18;21941
745;1;19;21943
745;1;20;22409
745;1;21;21945
745;1;22;21947
745;1;23;21949
745;1;24;21951
745;1;25;21953
745;1;26;21955
745;1;27;21957
745;1;28;21961
745;1;29;21963
745;1;30;21965
745;1;31;21967
753;0;1;21778
753;0;2;21797
753;0;3;21799
753;0;4;21805
753;0;5;21801
753;0;6;21803
753;0;7;21921
753;0;8;22291
753;0;9;21929
753;0;10;21939
753;0;11;21923
753;0;12;22293
753;0;13;21931
753;0;14;22295
753;0;15;22297
753;0;16;21933
753;0;17;21935
753;0;18;21937
753;0;19;21959
753;0;20;21925
753;0;21;22405
753;0;22;21927
753;0;23;21969
753;0;24;21971
753;0;25;21973
753;0;26;21878
753;0;27;21975
753;0;28;21977
753;0;29;21979
753;0;30;21981
753;0;31;21983
753;0;32;22403
753;0;33;22401
753;0;34;21445
753;0;35;21447
753;0;36;22244
753;1;1;22244
753;1;2;21444
753;1;3;21442
753;1;4;22400
753;1;5;22402
753;1;6;21984
753;1;7;21982
753;1;8;21980
753;1;9;21978
753;1;10;21976
753;1;11;21878
753;1;12;21974
753;1;13;21972
753;1;14;21970
753;1;15;21928
753;1;16;22404
753;1;17;21926
753;1;18;21960
753;1;19;21938
753;1;20;21936
753;1;21;21934
753;1;22;22296
753;1;23;22294
753;1;24;21932
753;1;25;22292
753;1;26;21924
753;1;27;21940
753;1;28;21930
753;1;29;22290
753;1;30;21838
753;1;31;21922
753;1;32;21804
753;1;33;21802
753;1;34;21806
753;1;35;21800
753;1;36;21798
753;1;37;21778
765;0;1;30771
765;0;2;30768
765;0;3;30767
765;0;4;30764
765;0;5;30762
765;0;6;30760
765;0;7;30758
765;0;8;30756
765;0;9;30754
765;0;10;30752
765;0;11;30772
765;0;12;30750
765;0;13;30904
765;0;14;30748
765;0;15;30746
765;0;16;30744
765;0;17;30742
765;0;18;30740
765;0;19;30738
765;0;20;30736
765;0;21;30352
765;0;22;30350
765;0;23;30348
765;0;24;30060
765;0;25;30346
765;0;26;30332
765;0;27;30344
765;0;28;30340
765;0;29;31467
765;0;30;31469
765;0;31;31471
765;0;32;31485
765;0;33;31475
765;0;34;31477
765;0;35;31481
765;0;36;31483
765;0;37;31770
765;1;1;31770
765;1;2;31484
765;1;3;31482
765;1;4;31476
765;1;5;31474
765;1;6;31472
765;1;7;31470
765;1;8;31468
765;1;9;30341
765;1;10;30342
765;1;11;30355
765;1;12;30343
765;1;13;30345
765;1;14;30351
765;1;15;30353
765;1;16;30735
765;1;17;30737
765;1;18;30739
765;1;19;30741
765;1;20;30743
765;1;21;30745
765;1;22;30747
765;1;23;30903
765;1;24;30749
765;1;25;30773
765;1;26;30751
765;1;27;30753
765;1;28;30755
765;1;29;30757
765;1;30;30759
765;1;31;30761
765;1;32;30763
765;1;33;30765
765;1;34;30769
765;1;35;30771
766;0;1;31747
766;0;2;31744
766;0;3;31742
766;0;4;31740
766;0;5;31738
766;0;6;31736
766;0;7;31734
766;0;8;31732
766;0;9;31730
766;0;10;30927
766;0;11;30930
766;0;12;30928
766;0;13;30926
766;0;14;30924
766;0;15;30922
766;0;16;30920
766;0;17;30918
766;0;18;30901
766;0;19;30916
766;0;20;30914
766;0;21;30739
766;0;22;30741
766;0;23;30743
766;0;24;30745
766;0;25;30747
766;0;26;32135
766;0;27;32137
766;0;28;32139
766;0;29;32138
766;0;30;32136
766;0;31;30903
766;0;32;30749
766;0;33;30773
766;0;34;30751
766;0;35;30753
766;0;36;30755
766;0;37;30757
766;0;38;30759
766;0;39;30761
766;0;40;30763
766;0;41;30765
766;0;42;30769
766;0;43;30771
766;1;1;30771
766;1;2;30768
766;1;3;30767
766;1;4;30764
766;1;5;30762
766;1;6;30760
766;1;7;30758
766;1;8;30756
766;1;9;30754
766;1;10;30752
766;1;11;30772
766;1;12;30750
766;1;13;30904
766;1;14;30748
766;1;15;32135
766;1;16;32137
766;1;17;32139
766;1;18;32138
766;1;19;32136
766;1;20;30746
766;1;21;30744
766;1;22;30742
766;1;23;30740
766;1;24;30913
766;1;25;30915
766;1;26;30902
766;1;27;30917
766;1;28;30919
766;1;29;30921
766;1;30;30923
766;1;31;30925
766;1;32;30927
766;1;33;30930
766;1;34;30928
766;1;35;31731
766;1;36;31733
766;1;37;31735
766;1;38;31737
766;1;39;31739
766;1;40;31741
766;1;41;31743
766;1;42;31745
766;1;43;31747
770;0;1;10941
770;0;2;10938
770;0;3;10936
770;0;4;10906
770;0;5;10904
770;0;6;10902
770;0;7;10900
770;0;8;10898
770;0;9;10896
770;0;10;10894
770;0;11;10892
770;0;12;10888
770;0;13;10886
770;0;14;10884
770;0;15;10882
770;0;16;10880
770;0;17;10878
770;0;18;10876
770;0;19;10874
770;0;20;10872
770;0;21;10870
770;0;22;10868
770;0;23;10864
770;0;24;10862
770;0;25;11544
770;0;26;11542
770;0;27;11551
770;0;28;11553
770;0;29;11555
770;0;30;11557
770;0;31;11565
770;0;32;11567
770;0;33;11568
770;0;34;10863
770;1;1;10863
770;1;2;11570
770;1;3;11566
770;1;4;11556
770;1;5;11554
770;1;6;11552
770;1;7;11541
770;1;8;11543
770;1;9;10866
770;1;10;10865
770;1;11;10867
770;1;12;10869
770;1;13;10871
770;1;14;10873
770;1;15;10875
770;1;16;10877
770;1;17;10879
770;1;18;10881
770;1;19;10883
770;1;20;10887
770;1;21;10889
770;1;22;10891
770;1;23;10893
770;1;24;10895
770;1;25;10897
770;1;26;10899
770;1;27;10901
770;1;28;10937
770;1;29;10939
770;1;30;10941
775;0;1;11841
775;0;2;11838
775;0;3;51418
775;0;4;11046
775;0;5;11044
775;0;6;11042
775;0;7;11040
775;0;8;11038
775;0;9;11036
775;0;10;11098
775;0;11;11034
775;0;12;11032
775;0;13;11030
775;0;14;11240
775;0;15;11028
775;0;16;11026
775;0;17;11024
775;0;18;11022
775;0;19;11162
775;0;20;11164
775;0;21;11020
775;0;22;51424
775;0;23;11830
775;0;24;11840
775;0;25;11828
775;0;26;11826
775;0;27;11824
775;0;28;11834
775;0;29;11832
775;0;30;11160
775;0;31;11018
775;0;32;11052
775;0;33;11016
775;0;34;11014
775;0;35;11012
775;0;36;11010
775;0;37;11008
775;0;38;11158
775;0;39;11006
775;0;40;11004
775;0;41;11094
775;0;42;11144
775;0;43;11002
775;0;44;11000
775;0;45;10998
775;0;46;11112
775;0;47;11142
775;0;48;10996
775;0;49;10994
775;0;50;11126
775;0;51;11100
775;0;52;11124
775;0;53;10992
775;0;54;10934
775;0;55;10990
775;0;56;10988
775;0;57;10986
775;0;58;10984
775;0;59;11116
775;0;60;10982
775;0;61;10980
775;0;62;10978
775;0;63;10976
775;0;64;10974
775;0;65;10972
775;0;66;11106
775;0;67;10970
775;0;68;10968
775;0;69;11232
775;0;70;10966
775;0;71;10964
775;0;72;10962
775;0;73;11104
775;0;74;10960
775;0;75;11122
775;0;76;10958
775;0;77;10956
775;0;78;10954
775;0;79;10946
775;0;80;10944
775;0;81;10932
775;0;82;10948
775;0;83;10950
775;0;84;10711
775;0;85;10713
775;0;86;10715
775;0;87;11253
775;0;88;11255
775;0;89;11259
775;0;90;11261
775;0;91;11265
775;0;92;11271
775;0;93;11267
775;0;94;13276
775;1;1;13276
775;1;2;11266
775;1;3;11264
775;1;4;11260
775;1;5;11258
775;1;6;11254
775;1;7;11252
775;1;8;11250
775;1;9;10714
775;1;10;10712
775;1;11;10951
775;1;12;10947
775;1;13;10949
775;1;14;10933
775;1;15;10943
775;1;16;10945
775;1;17;10955
775;1;18;10957
775;1;19;10959
775;1;20;11111
775;1;21;10961
775;1;22;11123
775;1;23;10963
775;1;24;10965
775;1;25;10967
775;1;26;11233
775;1;27;10969
775;1;28;10971
775;1;29;11115
775;1;30;10973
775;1;31;10975
775;1;32;10977
775;1;33;10979
775;1;34;10981
775;1;35;10983
775;1;36;11117
775;1;37;10985
775;1;38;10987
775;1;39;10989
775;1;40;10991
775;1;41;10935
775;1;42;10993
775;1;43;11125
775;1;44;11107
775;1;45;11127
775;1;46;10995
775;1;47;10997
775;1;48;11143
775;1;49;11113
775;1;50;10999
775;1;51;11001
775;1;52;11003
775;1;53;11145
775;1;54;11103
775;1;55;11005
775;1;56;11007
775;1;57;11159
775;1;58;11009
775;1;59;11011
775;1;60;11013
775;1;61;11015
775;1;62;11017
775;1;63;11021
775;1;64;11019
775;1;65;11161
775;1;66;11833
775;1;67;11835
775;1;68;11825
775;1;69;11827
775;1;70;11829
775;1;71;11843
775;1;72;11831
775;1;73;51425
775;1;74;11023
775;1;75;11163
775;1;76;11025
775;1;77;11027
775;1;78;11029
775;1;79;11031
775;1;80;11033
775;1;81;11241
775;1;82;11035
775;1;83;11037
775;1;84;11039
775;1;85;11041
775;1;86;11043
775;1;87;11045
775;1;88;11047
775;1;89;11049
775;1;90;11051
775;1;91;51419
775;1;92;11839
775;1;93;11841
776;0;1;11101
776;0;2;11092
776;0;3;11090
776;0;4;11088
776;0;5;11086
776;0;6;11120
776;0;7;11084
776;0;8;11082
776;0;9;11080
776;0;10;11078
776;0;11;11076
776;0;12;11074
776;0;13;11108
776;0;14;11072
776;0;15;11070
776;0;16;11068
776;0;17;11066
776;0;18;11064
776;0;19;11062
776;0;20;11060
776;0;21;11058
776;0;22;11118
776;0;23;11056
776;0;24;11054
776;0;25;11050
776;0;26;11048
776;0;27;51394
776;0;28;11156
776;0;29;11096
776;0;30;11154
776;0;31;11152
776;0;32;11150
776;0;33;11148
776;0;34;11146
776;0;35;11136
776;0;36;11134
776;0;37;11132
776;0;38;11140
776;0;39;11114
776;0;40;11138
